name,iataCode,icaoCode,country,city,latitude,longitude,type
Maharana Pratap Airport,UDR,VAUD,IN,Udaipur,24.6177005768,73.89610290530001,medium_airport
Bandaranaike International Colombo Airport,CMB,VCBI,LK,Colombo,7.180759906768799,79.88410186767578,large_airport
Anuradhapura Airport,ACJ,VCCA,LK,Anuradhapura,8.301542,80.42848,medium_airport
Batticaloa Airport,BTC,VCCB,LK,Batticaloa,7.70576,81.678802,medium_airport
Colombo Ratmalana Airport,RML,VCCC,LK,Colombo,6.821990013122559,79.88619995117188,medium_airport
Ampara Airport,ADP,VCCG,LK,Ampara,7.336745,81.623869,medium_airport
Hingurakgoda Air Force Base,HIM,VCCH,LK,Polonnaruwa Town,8.04981,80.9814,medium_airport
Jaffna International Airport,JAF,VCCJ,LK,Jaffna,9.79233,80.070099,medium_airport
Koggala Airport,KCT,VCCK,LK,Galle,5.993680000305176,80.32029724121094,medium_airport
Katukurunda Air Force Base,KTY,VCCN,LK,Kalutara,6.55212020874,79.9775009155,small_airport
Sigiriya Air Force Base,GIU,VCCS,LK,Sigiriya,7.95667,80.7285,small_airport
China Bay Airport,TRR,VCCT,LK,Trincomalee,8.539159,81.18128,medium_airport
Weerawila Airport,WRZ,VCCW,LK,Weerawila,6.25449,81.235199,small_airport
Mattala Rajapaksa International Airport,HRI,VCRI,LK,Mattala,6.284467,81.124128,large_airport
Battambang Airport,BBM,VDBG,KH,Battambang,13.0956,103.223999,medium_airport
Kampong Chhnang Airport,KZC,VDKH,KH,Kampong Chhnang,12.255032,104.564657,medium_airport
Koh Kong Airport,KKZ,VDKK,KH,Krong Khemara Phoumin,11.613397,102.997084,small_airport
Mondulkiri Airport,MWV,VDMK,KH,Sen Monorom,12.463648,107.187252,small_airport
Phnom Penh International Airport,PNH,VDPP,KH,Phnom Penh (Pou Senchey),11.5466,104.844002,large_airport
Ratanakiri Airport,RBE,VDRK,KH,Ratanakiri,13.729999542236328,106.98699951171876,medium_airport
Siem Reap-Angkor International Airport,SAI,VDSA,KH,Siem Reap,13.369167,104.223056,large_airport
Sihanoukville International Airport,KOS,VDSV,KH,Preah Sihanouk,10.569498,103.631001,small_airport
Agartala - Maharaja Bir Bikram Airport,IXA,VEAT,IN,Agartala,23.886999,91.240402,medium_airport
Bagdogra Airport,IXB,VEBD,IN,Siliguri,26.68120002746582,88.32859802246094,medium_airport
Balurghat Airport,RGH,VEBG,IN,Balurghat,25.2617,88.795601,small_airport
Shillong Airport,SHL,VEBI,IN,Shillong,25.70359992980957,91.97869873046876,medium_airport
Lal Bahadur Shastri Airport,VNS,VEBN,IN,Varanasi,25.452129,82.861805,medium_airport
Biju Patnaik Airport,BBI,VEBS,IN,Bhubaneswar,20.2444000244,85.8178024292,medium_airport
Bilaspur Airport,PAB,VEBU,IN,Bilaspur,21.9884,82.111,medium_airport
Netaji Subhash Chandra Bose International Airport,CCU,VECC,IN,Kolkata,22.654699,88.446701,large_airport
Cooch Behar Airport,COH,VECO,IN,Cooch Behar,26.3305,89.467201,small_airport
Kazi Nazrul Islam Airport,RDP,VEDG,IN,Durgapur,23.6225,87.243,medium_airport
Darbhanga Airport,DBR,VEDH,IN,Darbhanga,26.192801,85.916901,medium_airport
Deoghar Airport,DGH,VEDO,IN,Deoghar,24.446842,86.704955,small_airport
Daporijo Airport,DEP,VEDZ,IN,Daporijo,27.9855003357,94.22280120850002,small_airport
Gorakhpur Airport,GOP,VEGK,IN,Gorakhpur,26.7397003174,83.4496994019,medium_airport
Lokpriya Gopinath Bordoloi International Airport,GAU,VEGT,IN,Guwahati,26.10610008239746,91.58589935302734,medium_airport
Gaya Airport,GAY,VEGY,IN,Gaya,24.744301,84.951202,medium_airport
Imphal Airport,IMF,VEIM,IN,Imphal,24.7600002289,93.896697998,medium_airport
Jeypore Airport,PYB,VEJP,IN,Jeypore,18.879999,82.552002,small_airport
Sonari Airport,IXW,VEJS,IN,Jamshedpur,22.813786,86.169739,medium_airport
Jorhat Airport,JRH,VEJT,IN,Jorhat,26.7315006256,94.1754989624,medium_airport
Kamalpur Airport,IXQ,VEKM,IN,Manik Bhandar,24.134325,91.810769,small_airport
Kailashahar Airport,IXH,VEKR,IN,Kailashahar,24.308657,92.00768,medium_airport
Silchar Airport,IXS,VEKU,IN,Silchar,24.9129009247,92.9786987305,medium_airport
Khowai Airport,IXN,VEKW,IN,Khowai,24.061899,91.603897,small_airport
Lengpui Airport,AJL,VELP,IN,Aizawl (Lengpui),23.840599,92.619698,medium_airport
Lilabari North Lakhimpur Airport,IXI,VELR,IN,Lilabari,27.2955,94.097603,medium_airport
Malda Airport,LDA,VEMH,IN,Malda,25.01018,88.126917,small_airport
Dibrugarh Airport,DIB,VEMN,IN,Dibrugarh,27.4839000702,95.0168991089,medium_airport
Dimapur Airport,DMU,VEMR,IN,Dimapur,25.8838996887,93.7711029053,medium_airport
Muzaffarpur Airport,MZU,VEMZ,IN,Muzaffarpur,26.119101,85.313698,medium_airport
Pasighat Airport,IXT,VEPG,IN,Pasighat,28.064786,95.336952,small_airport
Jay Prakash Narayan Airport,PAT,VEPT,IN,Patna,25.591299,85.087997,medium_airport
Birsa Munda Airport,IXR,VERC,IN,Ranchi,23.314300537100003,85.3217010498,medium_airport
Rourkela Airport,RRK,VERK,IN,Rourkela,22.256571,84.815193,medium_airport
Rupsi Airport,RUP,VERU,IN,Rupsi,26.141867,89.907892,small_airport
Tezu Airport,TEI,VETJ,IN,Tezu,27.9412002563,96.1343994141,small_airport
Ziro Airport,ZER,VEZO,IN,Ziro,27.588301,93.828102,medium_airport
Barisal Airport,BZL,VGBR,BD,Barisal,22.801000595092773,90.30120086669922,medium_airport
Cox's Bazar Airport,CXB,VGCB,BD,Cox's Bazar,21.45219993591309,91.96389770507812,medium_airport
Comilla Airport,CLA,VGCM,BD,Comilla,23.437201,91.189697,small_airport
Shah Amanat International Airport,CGP,VGEG,BD,Chattogram (Chittagong),22.249599,91.813301,medium_airport
Hazrat Shahjalal International Airport,DAC,VGHS,BD,Dhaka,23.843347,90.397783,large_airport
Ishurdi Airport,IRD,VGIS,BD,Ishurdi,24.1525,89.0494,medium_airport
Jessore Airport,JSR,VGJR,BD,Jashore (Jessore),23.1838,89.160797,medium_airport
Shah Mokhdum Airport,RJH,VGRJ,BD,Rajshahi,24.43720054626465,88.61650085449219,medium_airport
Saidpur Airport,SPD,VGSD,BD,Saidpur,25.75919914245605,88.90889739990234,medium_airport
Thakurgaon Airport,TKR,VGSG,BD,Thakurgaon,26.016399,88.403603,small_airport
Shamshernagar Airport,ZHM,VGSH,BD,Shamshernagar,24.398333,91.916944,small_airport
Osmany International Airport,ZYL,VGSY,BD,Sylhet,24.963832,91.864843,medium_airport
Hong Kong International Airport,HKG,VHHH,HK,Hong Kong,22.308901,113.915001,large_airport
Agra Airport / Agra Air Force Station,AGR,VIAG,IN,Agra,27.157683,77.960942,medium_airport
Sri Guru Ram Dass Jee International Airport,ATQ,VIAR,IN,Amritsar,31.7096,74.797302,medium_airport
Adampur Airport,AIP,VIAX,IN,Adampur,31.4338,75.758797,small_airport
Nal Airport,BKB,VIBK,IN,Bikaner,28.070601,73.207199,medium_airport
Kullu Manali Airport,KUU,VIBR,IN,Bhuntar,31.876699,77.154404,medium_airport
Bareilly Air Force Station,BEK,VIBY,IN,Bareilly,28.4221,79.450798,medium_airport
Chandigarh International Airport,IXC,VICG,IN,Chandigarh,30.6735,76.788498,medium_airport
Dehradun Jolly Grant Airport,DED,VIDN,IN,Dehradun (Jauligrant),30.189243,78.176651,medium_airport
Indira Gandhi International Airport,DEL,VIDP,IN,New Delhi,28.55563,77.09519,large_airport
Hindon Airport / Hindon Air Force Station,HDO,VIDX,IN,Ghaziabad,28.707701,77.358902,small_airport
Kangra Airport,DHM,VIGG,IN,Kangra,32.164902,76.263018,medium_airport
Gwalior Airport,GWL,VIGR,IN,Gwalior,26.29330062866211,78.22779846191406,medium_airport
Hisar Airport,HSS,VIHR,IN,Hisar,29.179399,75.755302,medium_airport
Jodhpur Airport,JDH,VIJO,IN,Jodhpur,26.251100540161133,73.04889678955078,medium_airport
Jaipur International Airport,JAI,VIJP,IN,Jaipur,26.8242,75.812202,medium_airport
Jammu Airport,IXJ,VIJU,IN,Jammu,32.688849,74.838152,medium_airport
Kishangarh Airport Ajmer,KQH,VIKG,IN,Ajmer (Kishangarh),26.591007,74.812956,medium_airport
Kota Airport,KTU,VIKO,IN,Kota,25.160200119,75.84559631350001,medium_airport
Leh Kushok Bakula Rimpochee Airport,IXL,VILH,IN,Leh,34.135899,77.546501,medium_airport
Chaudhary Charan Singh International Airport,LKO,VILK,IN,Lucknow,26.7605991364,80.8892974854,medium_airport
Pathankot Airport,IXP,VIPK,IN,Pathankot,32.233611,75.634444,medium_airport
Pantnagar Airport,PGH,VIPT,IN,Pantnagar,29.0334,79.473701,medium_airport
Shimla Airport,SLV,VISM,IN,Jubbarhatti,31.0818,77.068001,small_airport
Sheikh ul Alam International Airport,SXR,VISR,IN,Srinagar,33.987099,74.7742,medium_airport
Attopeu Airport,AOU,VLAP,LA,Attopeu,14.793056,107.045278,small_airport
Ban Huoeisay Airport,HOE,VLHS,LA,Huay Xai,20.257299,100.436996,small_airport
Luang Phabang International Airport,LPQ,VLLB,LA,Luang Phabang,19.897300720214844,102.16100311279295,medium_airport
Luang Namtha Airport,LXG,VLLN,LA,Luang Namtha,20.966999,101.400002,small_airport
Oudomsay Airport,ODY,VLOS,LA,Oudomsay,20.68269920349121,101.99400329589844,small_airport
Pakse International Airport,PKZ,VLPS,LA,Pakse,15.132100105285645,105.78099822998048,medium_airport
Sayaboury Airport,ZBY,VLSB,LA,Sainyabuli,19.2436,101.7093,small_airport
Salavan Airport,VNA,VLSV,LA,Salavan,15.709026,106.410937,small_airport
Thakhek Airport,THK,VLTK,LA,Thakhek,17.377917,104.857378,small_airport
Wattay International Airport,VTE,VLVT,LA,Vientiane,17.988300323500003,102.56300354,medium_airport
Xieng Khouang Airport,XKH,VLXK,LA,Xieng Khouang,19.450001,103.157997,small_airport
Macau International Airport,MFM,VMMC,MO,Nossa Senhora do Carmo,22.149599,113.592003,large_airport
Bajhang Airport,BJH,VNBG,NP,Bajhang,29.539,81.185402,small_airport
Bhojpur Airport,BHP,VNBJ,NP,Bhojpur,27.1474,87.050797,small_airport
Baglung Airport,BGL,VNBL,NP,Baglung,28.212799,83.666298,small_airport
Bharatpur Airport,BHR,VNBP,NP,Bharatpur,27.678101,84.429398,small_airport
Bajura Airport,BJU,VNBR,NP,Bajura,29.502001,81.668999,small_airport
Baitadi Airport,BIT,VNBT,NP,Baitadi,29.463421,80.548968,small_airport
Gautam Buddha International Airport,BWA,VNBW,NP,Siddharthanagar (Bhairahawa),27.505328,83.412594,medium_airport
Bhadrapur Airport,BDP,VNCG,NP,Bhadrapur,26.5708007812,88.07959747310001,small_airport
Tulsipur Airport,DNP,VNDG,NP,Dang,28.111099,82.294197,small_airport
Dhangarhi Airport,DHI,VNDH,NP,Dhangarhi,28.755283,80.583398,small_airport
Darchula Airport,DAP,VNDL,NP,Darchula,29.668571,80.548199,small_airport
Dolpa Airport,DOP,VNDP,NP,Dolpa,28.985659,82.818703,small_airport
Silgadi Doti Airport,SIH,VNDT,NP,Silgadi Doti,29.262226,80.935968,small_airport
Palungtar Airport,GKH,VNGK,NP,Gorkha,28.0385,84.4664,small_airport
Jiri Airport,JIR,VNJI,NP,Jiri,27.626313,86.230581,small_airport
Jumla Airport,JUM,VNJL,NP,Jumla,29.2742,82.193298,small_airport
Janakpur Airport,JKR,VNJP,NP,Janakpur,26.708799,85.922401,medium_airport
Jomsom Airport,JMO,VNJS,NP,Jomsom,28.780426,83.723,small_airport
Tribhuvan International Airport,KTM,VNKT,NP,Kathmandu,27.6966,85.3591,large_airport
Lamidanda Airport,LDN,VNLD,NP,Lamidanda,27.253099,86.669998,small_airport
Lukla Airport,LUA,VNLK,NP,Lukla,27.686768,86.729479,small_airport
Langtang Airport,LTG,VNLT,NP,Langtang,28.200000762939453,85.58300018310547,small_airport
Manang Airport,NGX,VNMA,NP,Ngawal,28.641399,84.089203,small_airport
Meghauli Airport,MEY,VNMG,NP,Meghauli,27.5774,84.22875,small_airport
Mahendranagar Airport,XMG,VNMN,NP,Mahendranagar,28.9632,80.147903,small_airport
Nepalgunj Airport,KEP,VNNG,NP,Nepalgunj,28.1036,81.667,medium_airport
Phaplu Airport,PPL,VNPL,NP,Phaplu,27.517752,86.585019,small_airport
Rajbiraj Airport,RJB,VNRB,NP,Rajbiraj,26.510066,86.733902,small_airport
Ramechhap Airport,RHP,VNRC,NP,Ramechhap,27.393999,86.061401,small_airport
Rolpa Airport,RPA,VNRP,NP,Rolpa,28.267292,82.756496,small_airport
Rumjatar Airport,RUM,VNRT,NP,Rumjatar,27.303499,86.5504,small_airport
Syangboche Airport,SYH,VNSB,NP,Namche Bazaar,27.8112,86.7124,small_airport
Simara Airport,SIF,VNSI,NP,Simara,27.159803,84.980021,small_airport
Surkhet Airport,SKH,VNSK,NP,Surkhet,28.586,81.636002,small_airport
Sanfebagar Airport,FEB,VNSR,NP,Sanfebagar,29.236629,81.215317,small_airport
Simikot Airport,IMK,VNST,NP,Simikot,29.9711,81.818901,small_airport
Taplejung Airport,TPJ,VNTJ,NP,Taplejung,27.3509,87.69525,medium_airport
Tikapur Airport,TPU,VNTP,NP,Tikapur,28.5219,81.123,small_airport
Tumling Tar Airport,TMI,VNTR,NP,Tumling Tar,27.315001,87.193298,small_airport
Biratnagar Airport,BIR,VNVT,NP,Biratnagar,26.48150062561035,87.26399993896484,medium_airport
Agatti Airport,AGX,VOAT,IN,Agatti,10.8237,72.176003,medium_airport
Bellary Airport,BEP,VOBI,IN,Bellary,15.162799835205078,76.88279724121094,medium_airport
Kempegowda International Airport,BLR,VOBL,IN,Bangalore,13.1979,77.706299,large_airport
Vijayawada Airport,VGA,VOBZ,IN,Gannavaram,16.530399,80.796799,medium_airport
Coimbatore International Airport,CJB,VOCB,IN,Coimbatore,11.029999733,77.0434036255,medium_airport
Cochin International Airport,COK,VOCI,IN,Kochi,10.151047,76.400838,large_airport
Calicut International Airport,CCJ,VOCL,IN,Calicut,11.1368,75.955299,medium_airport
Kadapa Airport,CDP,VOCP,IN,Kadapa,14.513154,78.769183,medium_airport
Car Nicobar Air Force Base,CBD,VOCX,IN,IAF Camp,9.153056,92.819273,medium_airport
Manohar International Airport,GOX,VOGA,IN,Mopa,15.744257,73.860625,large_airport
Kalaburagi Airport,GBI,VOGB,IN,Kalaburagi,17.308154,76.965246,small_airport
Dabolim Airport,GOI,VOGO,IN,Vasco da Gama,15.3808,73.831398,large_airport
Rajiv Gandhi International Airport,HYD,VOHS,IN,Hyderabad,17.231318,78.429855,large_airport
Begumpet Airport,BPM,VOHY,IN,Hyderabad,17.4531,78.467598,medium_airport
Jindal Vijaynagar Airport,VDY,VOJV,IN,Toranagallu,15.175921,76.63303,small_airport
Kannur International Airport,CNN,VOKN,IN,Kannur,11.918614,75.547211,medium_airport
Kurnool Airport,KJB,VOKU,IN,Orvakal,15.716288,78.16923,medium_airport
Madurai Airport,IXM,VOMD,IN,Madurai,9.83450984955,78.09339904790001,medium_airport
Mangalore International Airport,IXE,VOML,IN,Mangalore,12.9612998962,74.8900985718,medium_airport
Chennai International Airport,MAA,VOMM,IN,Chennai,12.990005,80.169296,large_airport
Mysore Airport,MYQ,VOMY,IN,Mysore,12.23,76.655833,small_airport
Neyveli Airport,NVY,VONV,IN,Neyveli,11.612956,79.527382,small_airport
Veer Savarkar International Airport / INS Utkrosh,IXZ,VOPB,IN,Port Blair,11.641208,92.729643,medium_airport
Pondicherry Airport,PNY,VOPC,IN,Puducherry (Pondicherry),11.968,79.812,medium_airport
Sri Sathya Sai Airport,PUT,VOPN,IN,Puttaparthi,14.1492996216,77.7910995483,medium_airport
Basanth Nagar Airport,RMD,VORG,IN,Ramagundam,18.701,79.3923,small_airport
Rajahmundry Airport,RJA,VORY,IN,Madhurapudi,17.105799,81.813204,medium_airport
Salem Airport,SXV,VOSM,IN,Salem,11.78330039978,78.06559753418,medium_airport
Thanjavur Air Force Station,TJV,VOTJ,IN,Thanjavur,10.723835,79.109457,small_airport
Tuticorin Airport,TCR,VOTK,IN,Vagaikulam,8.724241,78.025803,small_airport
Tirupati Airport,TIR,VOTP,IN,Tirupati,13.632499694800002,79.543296814,small_airport
Tiruchirappalli International Airport,TRZ,VOTR,IN,Tiruchirappalli,10.766223,78.71774,medium_airport
Thiruvananthapuram International Airport,TRV,VOTV,IN,Thiruvananthapuram,8.48212,76.920097,large_airport
Warangal Airport,WGC,VOWA,IN,Warangal,17.9144,79.602203,small_airport
Bathpalathang Airport,BUT,VQBT,BT,Jakar,27.5622,90.7471,small_airport
Gelephu Airport,GLU,VQGP,BT,Gelephu,26.88456,90.46412,medium_airport
Paro International Airport,PBH,VQPR,BT,Paro,27.4032,89.424599,medium_airport
Yongphulla Airport,YON,VQTY,BT,Yongphulla,27.25627,91.514633,small_airport
Ifuru Airport,IFU,VREI,MV,Ifuru Island,5.7083,73.025,small_airport
Dharavandhoo Airport,DRV,VRMD,MV,Baa Atoll,5.1561,73.1302,small_airport
Gan International Airport,GAN,VRMG,MV,Gan,-0.692694,73.151557,medium_airport
Hanimaadhoo Airport,HAQ,VRMH,MV,Haa Dhaalu Atoll,6.744229793548584,73.17050170898438,medium_airport
Kadhdhoo Airport,KDO,VRMK,MV,Kadhdhoo,1.8591699600219729,73.52189636230469,medium_airport
Malé International Airport,MLE,VRMM,MV,Malé,4.191830158233643,73.52909851074219,large_airport
Kooddoo Airport,GKK,VRMO,MV,Huvadhu Atoll,0.7324,73.4336,small_airport
Kaadedhdhoo Airport,KDM,VRMT,MV,Huvadhu Atoll,0.488131,72.996902,medium_airport
Dhaalu Atoll Airport,DDD,VRMU,MV,Kudahuvadhoo,2.666075,72.887118,small_airport
Villa International Airport Maamigili,VAM,VRMV,MV,Maamigili,3.470556,72.835833,medium_airport
Thimarafushi Airport,TMF,VRNT,MV,Thimarafushi,2.211,73.1533,small_airport
Don Mueang International Airport,DMK,VTBD,TH,Bangkok,13.9125995636,100.607002258,large_airport
Kamphaeng Saen Airport,KDT,VTBK,TH,Nakhon Pathom,14.1020002365,99.9171981812,medium_airport
Trat Airport,TDX,VTBO,TH,Laem Ngop,12.2746,102.319,medium_airport
Suvarnabhumi Airport,BKK,VTBS,TH,Bangkok,13.681099891662598,100.74700164794922,large_airport
U-Tapao International Airport,UTP,VTBU,TH,Rayong,12.67990016937256,101.00499725341795,medium_airport
Chiang Mai International Airport,CNX,VTCC,TH,Chiang Mai,18.7667999268,98.962600708,large_airport
Mae Hong Son Airport,HGN,VTCH,TH,Mae Hong Son,19.3013,97.9758,medium_airport
Mae Fah Luang - Chiang Rai International Airport,CEI,VTCT,TH,Chiang Rai,19.952299,99.882896,medium_airport
Hua Hin Airport,HHQ,VTPH,TH,Hua Hin,12.6361999512,99.951499939,medium_airport
Phitsanulok Airport,PHS,VTPP,TH,Phitsanulok,16.7829,100.278999,medium_airport
Uttaradit Airport,UTR,VTPU,TH,Uttaradit,17.617000579833984,100.0999984741211,small_airport
Surat Thani Airport,URT,VTSB,TH,Surat Thani,9.13259983063,99.135597229,medium_airport
Chumphon Airport,CJM,VTSE,TH,Chumphon,10.7112,99.361702,medium_airport
Nakhon Si Thammarat Airport,NST,VTSF,TH,Nakhon Si Thammarat,8.539620399475098,99.9447021484375,medium_airport
Krabi Airport,KBV,VTSG,TH,Krabi,8.09912014008,98.9861984253,medium_airport
Samui Airport,USM,VTSM,TH,Na Thon (Ko Samui Island),9.54779,100.061996,medium_airport
Phuket International Airport,HKT,VTSP,TH,Phuket,8.1132,98.316902,large_airport
Ranong Airport,UNN,VTSR,TH,Ranong,9.77762,98.585503,medium_airport
Hat Yai International Airport,HDY,VTSS,TH,Hat Yai,6.93320989609,100.392997742,medium_airport
Trang Airport,TST,VTST,TH,Trang,7.50874,99.6166,medium_airport
Udon Thani Airport,UTH,VTUD,TH,Udon Thani,17.386400222800003,102.788002014,medium_airport
Surin Airport,PXR,VTUJ,TH,Surin,14.868300437927,103.49800109863,medium_airport
Khon Kaen Airport,KKC,VTUK,TH,Khon Kaen,16.466600418099997,102.783996582,medium_airport
Buri Ram Airport,BFV,VTUO,TH,Buriram,15.2295,103.252998,medium_airport
Nakhon Ratchasima Airport,NAK,VTUQ,TH,Chaloem Phra Kiat,14.9495,102.313004,medium_airport
Ubon Ratchathani Airport,UBP,VTUU,TH,Ubon Ratchathani,15.2512998581,104.870002747,medium_airport
Roi Et Airport,ROI,VTUV,TH,Roi Et,16.1168,103.774002,medium_airport
Nakhon Phanom Airport,KOP,VTUW,TH,Nakhon Phanom,17.383801,104.642998,medium_airport
Buon Ma Thuot Airport,BMV,VVBM,VN,Buon Ma Thuot,12.668299675,108.120002747,medium_airport
Chu Lai Airport,VCL,VVCA,VN,Tam Nghĩa,15.4033,108.706001,small_airport
Cat Bi International Airport,HPH,VVCI,VN,Haiphong (Hai An),20.81686,106.722994,medium_airport
Cà Mau Airport,CAH,VVCM,VN,Ca Mau City,9.177667,105.177778,medium_airport
Cam Ranh International Airport / Cam Ranh Air Base,CXR,VVCR,VN,Cam Ranh,11.9982,109.219002,medium_airport
Con Dao Airport,VCS,VVCS,VN,Con Dao,8.73183,106.633003,medium_airport
Can Tho International Airport,VCA,VVCT,VN,Can Tho,10.0851,105.711998,medium_airport
Dien Bien Phu Airport,DIN,VVDB,VN,Dien Bien Phu,21.3974990845,103.008003235,medium_airport
Dong Hoi Airport,VDH,VVDH,VN,Dong Hoi,17.515,106.590556,medium_airport
Lien Khuong Airport,DLI,VVDL,VN,Da Lat,11.750556,108.366997,medium_airport
Da Nang International Airport,DAD,VVDN,VN,Da Nang,16.0439,108.198997,medium_airport
Noi Bai International Airport,HAN,VVNB,VN,Hanoi (Soc Son),21.221201,105.806999,large_airport
Na San Airport,SQH,VVNS,VN,Mai Son,21.215301,104.032803,small_airport
Phu Bai International Airport,HUI,VVPB,VN,Huế,16.400628,107.703094,medium_airport
Phu Cat Airport,UIH,VVPC,VN,Quy Nohn,13.955,109.042,medium_airport
Pleiku Airport,PXU,VVPK,VN,Pleiku,14.00450038909912,108.01699829101562,medium_airport
Phu Quoc International Airport,PQC,VVPQ,VN,Phu Quoc Island,10.1698,103.9931,medium_airport
Phan Rang Airport,PHA,VVPR,VN,Phan Rang,11.6335,108.952003,small_airport
Rach Gia Airport,VKG,VVRG,VN,Rach Gia,9.95802997234,105.132379532,medium_airport
Dong Tac Airport,TBB,VVTH,VN,Tuy Hoa,13.0496,109.334,medium_airport
Tan Son Nhat International Airport,SGN,VVTS,VN,Ho Chi Minh City,10.8188,106.652,large_airport
Tho Xuan Airport,THD,VVTX,VN,Thanh Hóa,19.901667,105.467778,small_airport
Van Don International Airport,VDO,VVVD,VN,Van Don,21.120693,107.41539,medium_airport
Vinh Airport,VII,VVVH,VN,Vinh,18.7376003265,105.67099762,medium_airport
Vung Tau Airport,VTG,VVVT,VN,Vũng Tàu,10.375093,107.096185,small_airport
Ann Airport,VBA,VYAN,MM,Aeng,19.769199,94.0261,small_airport
Bagan Airport,NYU,VYBG,MM,Nyaung U,21.178800582885746,94.9301986694336,small_airport
Banmaw Airport,BMO,VYBM,MM,Banmaw,24.27044,97.2476,small_airport
Bokpyinn Airport,VBP,VYBP,MM,Bokpyinn,11.1494,98.735901,small_airport
Chanmyathazi Airport,VBC,VYCZ,MM,Mandalay,21.9405,96.0896,small_airport
Dawei Airport,TVY,VYDW,MM,Dawei,14.103899955749512,98.20359802246094,medium_airport
Gangaw Airport,GAW,VYGG,MM,Gangaw,22.174699783325195,94.1343994140625,small_airport
Gwa Airport,GWA,VYGW,MM,Gwa,17.600000381469727,94.5832977294922,small_airport
Heho Airport,HEH,VYHH,MM,Kalaw Township,20.74714,96.792029,small_airport
Hommalinn Airport,HOX,VYHL,MM,Hommalinn,24.899599,94.914001,small_airport
Tilin Airport,TIO,VYHN,MM,Tilin,21.700000762939453,94.0999984741211,small_airport
Kengtung Airport,KET,VYKG,MM,Kengtung,21.30159950256348,99.63600158691406,medium_airport
Kanti Airport,KHM,VYKI,MM,Kanti,25.9883,95.6744,small_airport
Kalay Airport,KMV,VYKL,MM,Kalemyo,23.188801,94.051102,small_airport
Kyaukpyu Airport,KYP,VYKP,MM,Kyaukpyu,19.42639923095703,93.53479766845705,medium_airport
Kawthoung Airport,KAW,VYKT,MM,Kawthoung,10.04930019378662,98.53800201416016,medium_airport
Kyauktu Airport,KYT,VYKU,MM,Kyauktu,21.399999618530277,94.13330078125,small_airport
Loikaw Airport,LIW,VYLK,MM,Loikaw,19.691499710083008,97.2147979736328,medium_airport
Lashio Airport,LSH,VYLS,MM,Lashio,22.9778995513916,97.752197265625,medium_airport
Mandalay International Airport,MDL,VYMD,MM,Mandalay,21.70219993591309,95.97789764404295,large_airport
Myeik Airport,MGZ,VYME,MM,Mkeik,12.439800262451172,98.62149810791016,medium_airport
Myitkyina Airport,MYT,VYMK,MM,Myitkyina,25.3836,97.351898,medium_airport
Mawlamyine Airport,MNU,VYMM,MM,Mawlamyine,16.444700241088867,97.66069793701172,small_airport
Manaung Airport,MGU,VYMN,MM,Manaung,18.8458,93.688904,small_airport
Mong Hsat Airport,MOG,VYMS,MM,Mong Hsat,20.51679992675781,99.25679779052734,medium_airport
